name,category,country,city,genre,stream_url,logo_url,source_url,language,stationuuid,countrycode
Só Se For Dance,Nacionais • Pop,Brasil,Rio Grande do Sul,Pop,http://stream-155.zeno.fm/u0vqwmqxcf9uv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJ1MHZxd21xeGNmOXV2IiwiaG9zdCI6InN0cmVhbS0xNTUuemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiZE9rVGRqU3VSei0zblJBSDZkLWNXUSIsImlhdCI6MTc2ODQ1NTI4MiwiZXhwIjoxNzY4NDU1MzQyfQ.VS7silrsmGms8mKCr6DljQxLdJcal-pMyjn8hWSI6kY,https://zeno.fm/favicon.ico,https://zeno.fm/radio/bk4zsmqxcf9uv/,,,
Tupancy AM Pelotas,Nacionais • Pop,Brasil,Rio Grande do Sul,"esportes futebol,musica popular,notícias",https://casthttps.suaradionanet.net/10024/stream,https://manager.suaradionanet.net/storage/radios/tupanci/site_basic/66d8e4c5684da4.79620513.png,https://radiotupanci.com.br/,,,
Uniao FM,Nacionais • Pop,Brasil,Rio Grande do Sul,"mpb,pop",http://stream.ouveai.com.br:8053/stream,https://www.uniaofm.com.br/wp-content/themes/radiouniaotheme/favicon/favicon-128.png,http://www.uniaofm.com.br/,,,
Universitária FM 102.1,Nacionais • Pop,Brasil,São Paulo,pop,https://stm3.srvif.com:7726/stream,,https://universitaria.fm.br/,,,
97 FM Natal,Nacionais • Sertanejo,Brasil,Rio Grande do Norte,"arrocha,forró,forró e sertanejo,pisadinha,pop,sertanejo,vaquejada",https://azevedo.jmvstream.com/stream,,https://97fmnatal.com.br/,,,
Alternativa Educadora FM HD - Baixio CE,Nacionais • Sertanejo,Brasil,Ceará,,http://radio.saopaulo01.com.br:8050/stream,https://static-media.streema.com/media/cache/0d/48/0d4831d8345a19939b18ca846cb7598c.jpg,http://www.alternativaeducadorafm.com.br/,,,
Alternativa FM Quixadá 93.7,Nacionais • Sertanejo,Brasil,"Quixadá, Ceará",eclética,https://srv1.braudio.com.br:7412/stream,https://alternativafmquixada.redederadio.com.br/public/12899-2025-11-04.jpg,https://alternativafmquixada.redederadio.com.br/,,,
"BH FM 102,1 MHz ZYC690 (Belo Horizonte - MG)",Nacionais • Sertanejo,Brasil,Minas Gerais,"funk,internacional,nacional,pagode,pop,samba,sertanejo",https://playerservices.streamtheworld.com/api/livestream-redirect/BHFMAAC.aac,https://i.postimg.cc/ncT9hqH6/04008003142.png,https://bhfm.globo.com/,,,
Brahma FM,Nacionais • Sertanejo,Brasil,Goias,sertanejo,https://casthttps1.suaradionanet.net/13385/stream,,https://www.brahma.com.br/brahma-fm,,,
capital fm,Nacionais • Sertanejo,Brasil,PR,sertanejo,https://sonicpanel.oficialserver.com:7024/,,https://www.radios.com.br/aovivo/radio-capital-1027-fm/11171,,,
Casa dos Caipiras,Nacionais • Sertanejo,Brasil,São Paulo,"caipira,moda de viola,sertanejo raiz,viola",https://8758.brasilstream.com.br/stream,,https://casadoscaipiras.com.br/,,,
"Clube FM 96,5 MHz ZYC692 (Belo Horizonte - MG)",Nacionais • Sertanejo,Brasil,Minas Gerais,"internacional,nacional,samba,sertanejo",https://8112.brasilstream.com.br/stream,,https://clube.fm/,,,
"Conquista FM 97,7 Sertaneja",Nacionais • Sertanejo,Brasil,Minas Gerais,"country,sertanejo",https://rrdns-megasistema.webnow.com.br/conquista.mp3,,https://www.conquistafm.com.br/,,,
Cultura FM 104.9 MHz ZYC799 (Uberaba - MG),Nacionais • Sertanejo,Brasil,Minas Gerais,"música popular brasileira,sertanejo raiz",https://8571.brasilstream.com.br/stream,,https://radioculturauberaba.com.br/,,,
Educadora AM 1060 Piracicaba,Nacionais • Sertanejo,Brasil,São Paulo,"local news,news,sertanejo,sertanejo raiz",http://streaming.ntelecom.com.br:8518/,https://educadora1060.com.br/wp-content/themes/educadora1060/assets/logo.png,https://educadora1060.com.br/,,,
"FM Liberdade 101,1",Nacionais • Sertanejo,Brasil,"Patos de Minas, MG","pop,sertaneja",https://8148.brasilstream.com.br/stream,http://fmliberdade.com/img/icon.png,http://fmliberdade.com/,,,
FM Vale Verde,Nacionais • Sertanejo,Brasil,São Paulo,"música pop,sertanejo",https://f100.fabricahost.com.br/fmvaleverde?f=1768453284N01KF00F8HFSQAN97PZR80Z3KPF&tid=01KF00F8HF1RY165S7GNASV2VS,"https://static.wixstatic.com/media/37804f_16136aea1d04418185851832f5b1b2c8%7emv2.png/v1/fit/w_2500,h_1330,al_c/37804f_16136aea1d04418185851832f5b1b2c8%7emv2.png",https://www.fmvaleverde.com.br/,,,
Hunter FM - Hits Brasil,Nacionais • Sertanejo,Brasil,Distrito Federal,"sertaneja,sertanejo",https://live.hunter.fm/hitsbrasil_normal,https://hunter.fm/_nuxt/icons/icon_64x64.5c2fd0.png,https://hunter.fm/,,,
"Jovem Pan 98.3 - Taubaté, SP",Nacionais • Sertanejo,Brasil,"Taubaté, SP","adult contemporary,pop,sertanejo,the seven best,top 40",http://shout35.crossradio.com.br:8012/,,https://jovempan.com.br/afiliada/taubate-fm,,,
Liberdade 92.9 (Belo Horizonte - MG),Nacionais • Sertanejo,Brasil,Minas Gerais,sertanejo,http://srv40.brasilstream.com.br:8335/stream,,https://radioliberdade.com.br/,,,
Manchester FM 93.3,Nacionais • Sertanejo,Brasil,N/A,"sertanejo,sertanejo raiz",https://ssl1.transmissaodigital.com:20440/stream,,https://www.radiomanchester.com.br/fm/,,,
MGT CLÁSSICOS SERTANEJOS,Nacionais • Sertanejo,Brasil,Brasil,mgt sertanejo clássicos,https://cast.mgtradio.net/radio/8000/aac,,https://www.mgtradio.net/,,,
MGT SERTANEJO UNIVERSITÁRIO,Nacionais • Sertanejo,Brasil,Brasil,"brasil,sertanejo,universitário",https://cast.mgtradio.net/radio/8020/aac,,https://www.mgtradio.net/,,,
"Minas FM 104,1 MHz (Divinópolis - MG)",Nacionais • Sertanejo,Brasil,Minas Gerais,"brazilian music,misc,sertanejo",https://minasfmaac.jmvstream.com/stream,,https://www.radiominasfm.com.br/,,,
MS Web Rádio,Nacionais • Sertanejo,Brasil,MT,"esportes,hits,sertaneja",https://s25.maxcast.com.br:8108/live?1771879594681,https://img.radios.com.br/radio/lg/radio62729_1627756599.jpeg,http://www.mswebradio.com.br/,,,
Nativa,Nacionais • Sertanejo,Brasil,Rio Grande do Sul,local music,http://centova17.ciclanohost.com.br:8085/stream.mp3,,http://www.nativafmsantamaria.com.br/,,,
NBC FM - Rádio Comunitária de Nova Brasília - Imbituba/SC,Nacionais • Sertanejo,Brasil,Santa Catarina,"esportes,futebol,gauchesca,local news,noticias,sertanejo",https://radio02.zas.media/proxy/nbcfm/stream,,https://www.nbcfm.com.br/,,,
Newton Bello FM,Nacionais • Sertanejo,Brasil,Maranhão,"ecletica,forró,radio comunitaria,sertanejo",https://stm1.voxnovo.com.br:7010/stream,,https://radionewtonbellofm.com.br/,,,
Noroeste FM,Nacionais • Sertanejo,Brasil,São Paulo,sertanejo,https://stream.zeno.fm/jdet3xofeifvv,,https://sites.google.com/view/noroestefm,,,
Nossa Sertaneja FM 99.7 MHz ZYN130 (Barbacena - MG),Nacionais • Sertanejo,Brasil,Minas Gerais,"nacional,sertanejo",https://radio.audiosolutions.tech:8110/barbacena,,https://nossasertaneja.com.br/,,,
Radio Amigos do Sertanejo,Nacionais • Sertanejo,Brasil,Sao Paulo (Brazil),sertanejo raiz,https://stm4.voxhd.com.br:7086/,,https://adosertanejo.wixsite.com/meusite,,,
Radio Clube FM Rio Claro,Nacionais • Sertanejo,Brasil,Sao Paulo (Brazil),hits sertanejo pagode,https://r11.ciclano.io/proxy/radiojo1/stream,https://cadena-high-volume.b-cdn.net/uploads/station/vertical_logo/118/iTunesArtwork_fm-1.png,https://radioclube.fm.br/,,,
Radio Grande FM,Nacionais • Sertanejo,Brasil,Piauí,"brega,forró,local news,sertanejo",https://stm21.srvaudio.com.br:9634/stream,,https://grandepicos.com.br/,,,
Radio Liberdade 92.9 (Belo Horizonte - MG),Nacionais • Sertanejo,Brasil,Minas Gerais,sertanejo,https://8335.brasilstream.com.br/stream,,https://radioliberdade.com.br/,,,
Radio Prata FM,Nacionais • Sertanejo,Brasil,São Paulo (SP),"local news,sertanejo",https://r15.ciclano.io/proxy/radiopr2/stream,,https://radiopratafm.com.br/,,,
Radio Terra 1330,Nacionais • Sertanejo,Brasil,N/A,sertanejo raiz,https://cloud1.cdnseguro.com:16020/stream,,https://pt.m.wikipedia.org/wiki/R%C3%A1dio_Terra,,,
Radio Viva,Nacionais • Sertanejo,Brasil,Rio Grande do Sul,"gauchesca,sertaneja,sertanejo raiz",https://r6.ciclano.io/proxy/viva945/stream,,https://radioviva.com.br/,,,
Rainha 89fm,Nacionais • Sertanejo,Brasil,Bahia,"forro,popular,sertanejo",https://streaming.livespanel.com:8990/stream,,https://rainha89fm.com/,,,
Rádio 105 FM,Nacionais • Sertanejo,Brasil,Santa Catarina,"hits,popular,sertaneja",https://wz7.servidoresbrasil.com:8070/stream?1771865978025,https://img.radios.com.br/radio/lg/radio142153_1587118918.jpg,https://www.fm105.com.br/,,,
Rádio 105 FM - Rondonópolis,Nacionais • Sertanejo,Brasil,Rondonópolis,"flashback,música pop,sertanejo",https://s01.brascast.com:9914/live,,https://click105.com.br/,,,
Rádio 89.3 FM Imbituba,Nacionais • Sertanejo,Brasil,Santa Catarina,"brega,esportes,forró,gauchesca,local news,mpb,noticias,sertanejo,sports",https://live.paineldj.com.br/proxy/radiofm89f?mp=/stream,,https://www.ouvir89.com.br/,,,
Rádio A Sertaneja,Nacionais • Sertanejo,Brasil,MG,"sertaneja,sertanejo raiz",https://s2.tgastream.com.br:17992/stream?1771935274316,,https://pulsi.webradiosite.com/,,,
Rádio Almenara FM,Nacionais • Sertanejo,Brasil,Minas Gerais,sertanejo,https://8247.brasilstream.com.br/stream?rand=DRo5m,,https://radioalmenarafm.com.br/,,,
Rádio Band 106.7 FM,Nacionais • Sertanejo,Brasil,Sao Paulo,"pagode,popular,samba,sertanejo",https://stm2.xcast.com.br:11264/stream,,https://www.bandfmcampinas.com/,,,
Rádio Brasil Novo 94.3 FM,Nacionais • Sertanejo,Brasil,"Santa Catarina, SC","hits,popular,sertaneja",https://stm10.virtualcast.com.br:8464/rbnjaraguasul,https://img.radios.com.br/radio/lg/radio10493_1579084852.jpg,https://rbnfm.com.br/,,,
Rádio Buteco Sertanejo,Nacionais • Sertanejo,Brasil,São Paulo,"country music,moda de viola,modao,musica romantica,radio online,sertaneja,sertanejo,sertanejo raiz",https://stream.zeno.fm/6kumndewqbruv,,https://www.radiobutecosertanejo.com/,,,
Rádio Café Viola,Nacionais • Sertanejo,Brasil,Minas Gerais Brasil,"sertaneja,sertanejo,sertanejo raiz",https://stm6.xcast.com.br:9328/;?1685284162874,,https://radiocafeviola.com.br/,,,
"Rádio Capital do Papel 101,9 FM",Nacionais • Sertanejo,Brasil,PR,"pop music,sertanejo,sertanejo raiz",https://5a57bda70564a.streamlock.net/capitaldopapelpr/capitaldopapelpr.stream/playlist.m3u8,https://www.radiocapitaldopapel.com.br/imagens/logo.png,https://www.radiocapitaldopapel.com.br/,,,
Rádio Cidade Maracaju 104.3 FM,Nacionais • Sertanejo,Brasil,Mato Grosso do Sul,"chamame,ecletic,hits,sertanejo,sertanejo raiz",https://servidor33-5.brlogic.com:7078/live,https://public-rf-upload.minhawebradio.net/250444/logo/c9f6c0e472e2023c1d2cf8744f78a973.png,https://radiocidademaracaju.com.br/,,,
Rádio Difusora de Imbituba 100.3 FM,Nacionais • Sertanejo,Brasil,Santa Catarina,"brega,esportes,gauchesca,local news,mpb,notícias,sertanejo",http://r13.ciclano.io:8927/stream,,https://www.instagram.com/difusorafm100.3imbituba/,,,
rádio Digital,Nacionais • Sertanejo,Brasil,N/A,forró e sertanejo,http://stm1.tcmcast.com.br:7050/,,https://webradiodigitalfm.com.br/,,,
"Rádio Educadora 102,9 FM",Nacionais • Sertanejo,Brasil,"Montes Claros, MG, Brazil","musica brasileira,sertanejo,sertanejo raiz",https://servidor40.brlogic.com:8252/live,,https://educadoramoc.com/,,,
Rádio Forró,Nacionais • Sertanejo,Brasil,N/A,"forro,forró,forró e sertanejo",https://stm5.painelcast.com:7600/stream,,http://toligado.net.br/,,,
Rádio Grande Vale 93.1 FM,Nacionais • Sertanejo,Brasil,Minas Gerais,"brazilian music,brazilian pop,sertanejo",https://sonicpanel.oficialserver.com:7004/;stream.nsv&type=ac+,https://grandevalefm.com.br/resources/uploads/website/1762967184277_logo.png,http://www.grandevalefm.com.br/,,,
Rádio Hot 107 FM,Nacionais • Sertanejo,Brasil,Sao Paulo (Brazil),"hits,samba pagode,sertaneja",https://9772.brasilstream.com.br/stream?1771879083516,https://img.radios.com.br/radio/lg/radio8760_1565178044.png,http://www.hot107.com.br/,,,
Rádio Itapoá Fácil,Nacionais • Sertanejo,Brasil,,"brazilian music,comedy music,folk,folk brasileiro,forró,gaúcha,itapoá,mpb,música animada,música autoral,música brasileira,música divertida,música gaúcha,música humorística,música independente,música popular,música regional,novelty music,paródia,pop brasileiro,regional brazilia,santa catarina,sertanejo,vaneira,vanerão,xote",https://cast5.hoost.com.br:8175/stream,http://itapoafacil.com.br/radio/favicon.png,https://itapoafacil.com.br/radio/,,,
Rádio Itay 88.7 FM,Nacionais • Sertanejo,Brasil,PR,"pop music,sertanejo,sertanejo raiz",https://stm1.streamproarte.com.br:7530/stream,https://radioitay.com.br/wp-content/uploads/2023/07/image-removebg-preview-14.png,https://radioitay.com.br/,,,
Rádio Jambeiro 104.9 FM,Nacionais • Sertanejo,Brasil,São Paulo,"popular,sertanejo,sertanejo raiz",https://cast4.hoost.com.br:20010/stream,,https://www.jambeirofm.com.br/,,,
"Rádio Líder 87,9 FM",Nacionais • Sertanejo,Brasil,Mato Grosso do Sul,"ecletica,pop,radio comunitaria,sertanejo",https://9182.brasilstream.com.br/stream,https://static.mytuner.mobi/media/tvos_radios/899/lider-fm-maracaju.9907fb7f.png,https://www.liderfmonline.com.br/,,,
Rádio Líder web Paraopeba,Nacionais • Sertanejo,Brasil,MG,sertanejo raiz,http://stm2.brasilcast.xyz:6744/,,https://www.radioliderparaopeba.com.br/,,,
"Rádio Marabá FM 93,9",Nacionais • Sertanejo,Brasil,Mato Grosso do Sul,"chamame,ecletic,hits,sertanejo,sertanejo raiz",https://rvn01.painelstream.net:9274/,https://img.radios.com.br/radio/lg/radio13701_1521823652.png,https://www.marabafm.com.br/,,,
Rádio Mix 87.9 FM,Nacionais • Sertanejo,Brasil,São Paulo,"pop,sertanejo",https://stm12.xcast.com.br:9454/stream,https://www.mix879.com.br/images/200.png,https://www.mix879.com.br/,,,
Rádio Modão MT,Nacionais • Sertanejo,Brasil,Mato Grosso,"brasil,brazilian music,sertanejo",http://stm1.matutos.com.br:11356/stream,,https://www.radiomodaomt.com.br/,,,
Rádio Nascente 87.5 FM,Nacionais • Sertanejo,Brasil,São Paulo,"popular,sertanejo raiz",https://servidor38.brlogic.com:7116/live,,http://www.radionascente.com.br/,,,
Rádio Nativa 93.7 FM Irecê - BA,Nacionais • Sertanejo,Brasil,Bahia,"forró,sertanejo",http://stm3.srvif.com:7128/stream?1716397382938=,https://img.radios.com.br/radio/lg/radio18023_1574676599.png,https://tudoradio.com/player/radio/5226-nativa-fm,,,
Rádio Riacho FM - O Amor da Cidade,Nacionais • Sertanejo,Brasil,Pernambuco,"brega,entrevistas,forro,funk,gospel,sertanejo,sertanejo raiz,soul",https://stm23.srvaudio.com.br:10974/stream,"https://static.wixstatic.com/media/443c81_68aa6bf99de4402e97e503f571bf5cf7%7Emv2.png/v1/fit/w_2500,h_1330,al_c/443c81_68aa6bf99de4402e97e503f571bf5cf7%7Emv2.png",https://www.radioriachofm.com/,,,
Rádio SB 106.3 FM,Nacionais • Sertanejo,Brasil,São Paulo,"popular,sertanejo",https://s02.taaqui.org:9004/live,,http://www.sb106.com.br/,,,
Rádio Sertaneja,Nacionais • Sertanejo,Brasil,N/A,sertanejo,https://stm5.painelcast.com:7584/stream,,https://toligado.net.br/,,,
Rádio Sertaneja Raiz,Nacionais • Sertanejo,Brasil,Sao Paulo (Brazil),"sertaneja,sertanejo,sertanejo raiz",http://station.radionanet.com:8330/stream?1713376151781,,http://www.radiosertanejaraiz.com.br/,,,
Rádio Sertaneja Top,Nacionais • Sertanejo,Brasil,MG,"sertaneja,sertanejo raiz",https://radiosertanejatop.stream.laut.fm/radiosertanejatop?1771935991274,,https://laut.fm/radiosertanejatop,,,
Rádio São Francisco Anápolis - 97.7FM,Nacionais • Sertanejo,Brasil,Goiás,"notícias,sertanejo",https://cast.hoost.com.br:20150/stream,,https://radiosaochico.com.br/,,,
"Rádio T 105,3 FM Ponta Grossa - PR",Nacionais • Sertanejo,Brasil,PR,"pop music,sertanejo,sertanejo raiz",https://s1.mediacp.com.br:8984/stream,https://www.radiot.fm/images/logo4.fw.png,https://www.radiot.fm/,,,
Rádio Transamérica 100.1 FM,Nacionais • Sertanejo,Brasil,PR,"música pop,sertanejo,sertanejo raiz",https://playerservices.streamtheworld.com/api/livestream-redirect/RT_SPAAC.aac,,https://transamericafm.com.br/,,,
Rádio Tropical Diamantina,Nacionais • Sertanejo,Brasil,Mi,sertanejo,https://stm22.voxhd.com.br:9904/,,https://radiotropicaldiamantina.siteweb.net.br/,,,
Rádio Tropical Vale 96.1 FM,Nacionais • Sertanejo,Brasil,MG,"hits,sertaneja",https://8442.brasilstream.com.br/stream?1771884870919,https://img.radios.com.br/radio/lg/radio15003_1588852945.png,http://www.tropicalminas.com.br/,,,
Rádio Web Clube Sertanejo,Nacionais • Sertanejo,Brasil,"Itaperuna, Rio de Janeiro","sertaneja,sertanejo,sertanejo raiz",https://s42.maxcast.com.br:8180/live?_ts=1779664758220,,https://radiowebclubesertanejo.com/,,,
Sertaneja 106.7,Nacionais • Sertanejo,Brasil,São Paulo,"country,sertanejo",https://sc4s.cdn.upx.com:8067/stream,,https://www.106sertaneja.com.br/,,,
Studio FM 99.1,Nacionais • Sertanejo,Brasil,Santa Catarina,sertanejo,https://paineldj.com.br:20055/stream,,https://www.studiofm.com.br/,,,
Sucesso FM 100.5 Brasília/DF,Nacionais • Sertanejo,Brasil,Distrito Federal,sertanejo,https://sucessonews.brasilstream.com.br/hls/sucessonews/index.m3u8,,https://sucessonewsbsb.com.br/,,,
"Sucesso FM 88,3",Nacionais • Sertanejo,Brasil,Rio de Janeiro,"brasil,funk,nova friburgo,pagode,pop,rio de janeiro,sertanejo",https://servidor36.brlogic.com:8300/live?1696916321806,https://public-rf-upload.minhawebradio.net/17549/program/7d841a5fa803032a7e8656166559739f.jpg,https://sucessofm.com.br/,,,
Super Rádio Paraibuna 105.9 FM,Nacionais • Sertanejo,Brasil,São Paulo,"popular,sertanejo",http://09.stmip.net:9122/stream,https://lh3.googleusercontent.com/sitesv/AA5AbUDrdD6Odn2FI1tW38q1gfQ4O1n2l7qp1kYdLMEOmh08Iayu_sUfGFZMzdcWTl2TFQbjX9fDEgW8j_-8cQY9htN4WiHFoxT42DMYX3gmSefjHLt8Ns02F7RkNZf1Ea5iEGAOEhzMAr5EISYBSxRptxVQTbUVw6_V4Ccuh-dNh2s8ypu61rSP3ugG0Y8=w16383,http://www.superparaibunafm.com.br/,,,
Supersom FM 97.1 MHz ZYC813 (Uberaba - MG),Nacionais • Sertanejo,Brasil,Minas Gerais,"música popular brasileira,sertanejo",https://9790.brasilstream.com.br/stream,,http://www.radiosupersom.com.br/,,,
Top Mais Web Rádio,Nacionais • Sertanejo,Brasil,São Paulo (SP),"pop music,sertanejo",https://hts09.brascast.com:13158/live,,https://www.topmaiswebradio.com.br/,,,
VINTAGE SERTÃO,Nacionais • Sertanejo,Brasil,Sao Paulo (Brazil),sertanejo raiz,https://servidor16.brlogic.com:7022/live,,https://www.sistemavintage.com/,,,
Web Rádio Doval,Nacionais • Sertanejo,Brasil,"Fortaleza, Ceará","dance,forró,sertanejo",https://stm9.voxhd.com.br:13288/,https://www.facebook.com/share/1D5odWYdaG/,https://aureliolimanews.com.br/,,,
WEB RÁDIO MEGA DIGITAL,Nacionais • Sertanejo,Brasil,São Paulo,"pop,sertanejo",https://tgaurl.com.br/megadigital,,https://radiomegadigital.net.br/,,,
Web Rádio Prep Maré,Nacionais • Sertanejo,Brasil,MG,"sertaneja,sertanejo raiz",https://sv15.hdradios.net:8898/stream?1771935689650,,https://www.prepmare.webradios.net/,,,
107.5 simplesmente diferente,Nacionais • Gospel,Brasil,Joinville - SC,gospel music,https://cast2.youngtech.radio.br/radio/8290/radio,https://1075fm.com.br/site/wp-content/uploads/2024/10/logo-novo.png,https://1075fm.com.br/,,,
ADORA MIX,Nacionais • Gospel,Brasil,Minas Gerais,"gospel,hits,notícias",https://stream-178.zeno.fm/dapc6eho8szuv?zt=eyJhbGciOiJIUzI1NiJ9.eyJzdHJlYW0iOiJkYXBjNmVobzhzenV2IiwiaG9zdCI6InN0cmVhbS0xNzguemVuby5mbSIsInRtIjpmYWxzZSwicnR0bCI6NSwianRpIjoiUWREZVNoeUhRTWl4ZUwydUd5X0xLQSIsImlhdCI6MTc4MDYyNjk2NSwiZXhwIjoxNzgwNjI3MDI1fQ.IZrf69ouCVyW_XkZSYPzTtku0ldpslp1VOwDWrV0pJQ,https://stream.zeno.fm/dapc6eho8szuv,https://stream.zeno.fm/dapc6eho8szuv,,,
"Adore 89,3 FM Maceió",Nacionais • Gospel,Brasil,Alagoas,"católica,gospel music",https://03.painelstreaming.com.br:27014/stream,https://www.radios.com.br/aovivo/radio-adore-893-fm/198032,https://adorefm.com/,,,
Amazon Gospel,Nacionais • Gospel,Brasil,,news,http://directradios.net:8197/;,,https://amazongospel.com/,,,
Amigos de Cristo Web Rádio,Nacionais • Gospel,Brasil,Santa Catarina,christian-gospel,https://server06.srvsh.com.br:6856/stream,https://drive.google.com/uc?export=view&id=1jy0e0mJOu8ozjEf40G5oBalCRG1g5OFh,https://sites.google.com/view/amigos-de-cristo-web-rdio/in%C3%ADcio,,,
Amigos de Cristo Web Rádio,Nacionais • Gospel,Brasil,,classical,http://sv14.hdradios.net:6860/;?type=http&nocache=38,,,,,
Atos FM,Nacionais • Gospel,Brasil,Ceara,"adult,adult contemporary,christian-gospel,flash back,flashback,gospel",https://s.bul.tec.br:8020/128,,https://atosfm.com.br/,,,
Bíblia em Áudio Rádio Web,Nacionais • Gospel,Brasil,Bahia,gospel,https://stm3.voxhd.com.br:8062/stream,,https://www.adoracaogospel.com/,,,
Dadiva Net,Nacionais • Gospel,Brasil,Minas Gerais,gospel evangélica,https://stm47.stmsrv.com:16180/stream,https://dadiva.net/logo.png,https://dadiva.net/,,,
Educadora FM Campinas 91.7,Nacionais • Gospel,Brasil,Sao Paulo (Brazil),"pop,talk show",https://stm22.xcast.com.br:11282/stream,,https://www.educadorafm.com.br/index.html,,,
Espiritismo BH,Nacionais • Gospel,Brasil,Minas Gerais,"espirita,espiritismo,espírita,jesus,kardec,rádio espírita",http://paineldj4.com.br:8047/stream,https://espiritismobh.audiobras.net/imagens/logo.pnghttps://img.radios.com.br/radio/lg/radio26019_1439401628.jpg,http://www.espiritismobh.net/,,,
Gospel FM,Nacionais • Gospel,Brasil,,,https://stream3.svrdedicado.org/8070/stream,https://gospelfm89.com.br/gospelfm.png,https://gospelfm89.com.br/,,,
GOSPEL FM 90.1FM,Nacionais • Gospel,Brasil,São Paulo (SP),,https://shoutcast2.s12.com.br:16002/;stream.nsv&type=mp3,http://www.radiogospelfm.com.br/splash1.png,https://www.redegospel.fm.br/,,,
IGCG RadioWeb,Nacionais • Gospel,Brasil,PB,,https://igcgradioweb.minklab.cloud/stream,https://www.igrejaemcampinagrande.com.br/WebRadio/images/radio.png,https://www.igrejaemcampinagrande.com.br/WebRadio/index.html,,,
Lobo web rádio Penedo,Nacionais • Gospel,Brasil,Alagoas,gospel music,http://stm21.srvaudio.com.br:9358/stream,http://play.radios.com.br/228029,https://www.radiolobo.com.br/,,,
Maior Amor,Nacionais • Gospel,Brasil,Paraná(Brazil),"cristiana,evangelical,gospel",https://tgaurl.com.br/maioramor,,https://www.maioramor.com.br/,,,
Mais Fm Nova Serrana,Nacionais • Gospel,Brasil,Minas Gerais,christian-gospel,https://live.paineldj.com.br/proxy/amigosfm?mp=/stream,,https://www.radios.com.br/aovivo/radio-mais-909-fm/24614#,,,
Melodia FM 97.5,Nacionais • Gospel,Brasil,Rio de Janeiro,gospel,https://server01.ouvir.radio.br:8033/stream,https://melodia.com.br/favicon.ico,https://melodia.com.br/,,,
MGT GOSPEL,Nacionais • Gospel,Brasil,Brasil,"brasil,cristã,gospel,jesus",https://cast.mgtradio.net/radio/8040/aac,https://www.mgtradio.net/favicon.ico,https://www.mgtradio.net/,,,
musical fm 2,Nacionais • Gospel,Brasil,,gospel,https://9176.brasilstream.com.br/stream,,https://fmmusical.com.br/,,,
Nossa Rádio MEPB,Nacionais • Gospel,Brasil,,gospel,http://s01.painelstream.net:8548/;,,https://nossaradiomepb.site.radio.br/index.php,,,
Ouvindo a Bilbia,Nacionais • Gospel,Brasil,,"bible,biblia,christian",http://v3.directradios.com:8235/stream,,https://www.ouvindoabiblia.com.br/,,,
OverRock Rádio (Brasil),Nacionais • Gospel,Brasil,,"christian rock,rock",http://streaming06.hstbr.net:8008/live,,http://overrock.mus.br/,,,
PorDeus.fm,Nacionais • Gospel,Brasil,Distrito Federal,"antena 1,band,band news,batista,brasil,brazil,brazilian music,cbn,christian,christian praise&worship,church,cnn,crente,cristão,deus,devotion,evangelica,fiel,fox,gospel,gospel eletronica,gospel music,hillsong,igreja,jesus,jovem pan,louvor,nethel,planetshakers,pop gospel,pordeus,pordeus.fm,prayer,reggae gospel,us,worship",https://stream.zenolive.com/92ptm8uua2zuv.aac,,https://pordeus.fm/,,,
Pão Diário,Nacionais • Gospel,Brasil,Paraná(Brazil),gospel,http://servidor24.brlogic.com:8808/live?1662557159610,,https://paodiario.org.br/radio-pao-diario/,,,
Radio Advento - Londrina,Nacionais • Gospel,Brasil,Parana,"comunitaria,gospel",https://9121.brasilstream.com.br/stream,,http://adventofm.com.br/,,,
Radio Cordeiro de Deus,Nacionais • Gospel,Brasil,SP,"christian-gospel,gospel contemporary,gospel country,gospel dance,gospel evangélica,gospel music,gospel pop,southern gospel,urban gospel",https://servidor33.brlogic.com:8598/live,,https://www.radioc.com.br/,,,
Radio Esperança,Nacionais • Gospel,Brasil,SC,"christian-gospel,gospel,gospel music,música religiosa,religious",https://stm10.xcast.com.br:12112/,https://drive.google.com/file/d/1wLItN6713aEcU0oBswIQSKej6qEYpX70/view?usp=drivesdk,https://www.esperancaradio.com.br/,,,
Radio Essencia Gospel,Nacionais • Gospel,Brasil,Paraná(Brazil),,https://srv2.braudio.com.br/7598//stream,https://essenciagospelfm.com/storage/settings/October2024/Nty9BDXdpPaGDsiY0meu.png,https://essenciagospelfm.com/,,,
Radio Gospel Hitz Jf,Nacionais • Gospel,Brasil,MG,,https://cast6.midiazdx.com.br:6880/,,https://www.radiogospelhitzjf.zdx.com.br/,,,
Radio Instrumental Gospel,Nacionais • Gospel,Brasil,,christian,http://live8.livemus.com.br:27142/stream,,https://www.radioinstrumentalgospel.com.br/,,,
Radio Libertadora,Nacionais • Gospel,Brasil,Rio Grande do Norte,gospel,https://stm12.pluscast.com.br:7222//;stream.mp3,https://radiolibertadora.com.br/wp-content/themes/main/assets/img/radiolibertadora-instagram.png,https://www.radiolibertadora.com.br/,,,
